NAME,PHONE,WEBSITE,ADDRESS,EMAIL
 McDonald's, +33 1 43 55 25 10 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-parmentier," 88 bis Ave Parmentier, 75011 Paris, Frankreich ",
 McDonald's, +33 1 40 37 49 24 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-magenta," 84 Bd de Magenta, 75010 Paris, Frankreich ",
 McDonald's, +33 1 48 74 22 12 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-caumartin," 73 Rue de Caumartin, 75009 Paris, Frankreich ",
 McDonald's, +33 1 53 68 64 50 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-convention," 192 Rue de la Convention, 75015 Paris, Frankreich ",
 McDonald's Ledru Rollin, +33 1 53 46 61 55 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-ledru-rollin," 80 Rue Traversière, 75012 Paris, Frankreich ",
 McDonald's, +33 1 53 81 61 62 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-maillot," Porte Maillot, 277 Bd Pereire, 75017 Paris, Frankreich ",
 McDonald's Paris Carrousel Du Louvre, +33 1 81 70 16 15 ,https://www.mcdonalds.fr/restaurants/mcdonalds-paris-carrousel-du-louvre/1247," 99 Rue de Rivoli, 75001 Paris, Frankreich ",
 McDonald's, +33 1 42 21 44 01 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-montorgueil," 89 Rue Réaumur, 75002 Paris, Frankreich ",
 McDonald's, +33 1 42 18 03 78 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-denfert-rochereau," Denfert, 5 Av. du Général Leclerc, 75014 Paris, Frankreich ",
 McDonald's, +33 1 81 69 54 74 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-avenue-de-choisy," Av. de Choisy 9-11, 75013 Paris, Frankreich ",
 McDonald's Belleville, +33 1 42 06 89 62 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-de-belleville," 1 Av. Simon Bolivar, 75019 Paris, Frankreich ",
 McDonald's.Menilmontant, +33 1 43 38 55 15 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-menilmontant," 1 Bd de Belleville, 75020 Paris, Frankreich ",
 McDonald's, +33 1 81 69 54 78 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-austerlitz," 2 Bd de l'Hôpital, 75005 Paris, Frankreich ",
 McDonald's, +33 1 81 69 54 77 ,http://www.restaurants.mcdonalds.fr/mcdonalds-luxembourg-pantheon," 65 Bd Saint-Michel, 75005 Paris, Frankreich ",
 McDonald's - Paris Porte Dorée, +33 1 46 28 00 51 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-doree," 282 Av. Daumesnil, 75012 Paris, Frankreich ",
 McDonald's Paris Rue Du Depart, +33 1 53 71 97 14 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-du-depart," 27 Rue du Départ, 75014 Paris, Frankreich ",
 McDonald's, +33 1 45 35 16 72 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-gobelins," Les, 2 Bd Arago, 75013 Paris, Frankreich ",
 McDonald's,,https://www.mcdonalds.fr/restaurants/paris-gare-montparnasse-areas," Bd de Vaugirard 31, 75015 Paris, Frankreich ",
 McDonald's, +33 1 81 70 69 68 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-aquaboulevard," 4-6 Rue Louis Armand, 75015 Paris, Frankreich ",
 McDonald's, +33 1 57 25 30 00 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-versailles-areas," Face Au Pavillon , 4, 4 Pl. de la Prte de Versailles Entrée Porte A, 75015 Paris, Frankreich ",
 McDonald's, +33 1 45 22 02 11 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-la-fourche," 57 Av. de Clichy, 75017 Paris, Frankreich ",
 McDonald's, +33 1 46 07 92 83 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-marx-dormoy," 6 Rue de la Chapelle, 75018 Paris, Frankreich ",
 McDonald's, +33 1 42 67 11 50 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-champerret," 145 Av. de Villiers, 75017 Paris, Frankreich ",
 McDonald's, +33 1 43 64 00 00 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-bagnolet," 49 Rue Belgrand, 75020 Paris, Frankreich ",
 McDonald's, +33 1 40 22 98 85 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-bonne-nouvelle," 2 Bd Poissonnière, 75009 Paris, Frankreich ",
 McDonald's, +33 1 45 81 30 05 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-italie-2," Centre Commercial Italie, 30 Av. d'Italie 2, 75013 Paris, Frankreich ",
 McDonald's, +33 1 40 34 01 89 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-villette," Face à la Cité des Sciences, 32 Av. Corentin Cariou, 75019 Paris, Frankreich ",
 McDonald's, +33 1 45 75 98 01 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-rue-du-commerce," 1 Rue du Commerce, 75015 Paris, Frankreich ",
 McDonald's, +33 1 53 41 00 06 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-clignancourt," 77 Bd Ornano, 75018 Paris, Frankreich ",
 McDonald's, +33 1 42 52 39 08 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-ornano," 62 Bd Ornano, 75018 Paris, Frankreich ",
 McDonald's Reuilly Diderot, +33 1 43 45 91 00 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-reuilly-diderot," 116 Bd Diderot, 75012 Paris, Frankreich ",
 McDonald's Champs-Elysées Galerie, +33 1 42 89 20 87 ,https://www.mcdonalds.fr/restaurants/mcdonalds-paris-champs-elysees-galerie/681," 84 Av. des Champs-Élysées, 75008 Paris, Frankreich ",
 McDonald's, +33 1 45 89 43 66 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-tolbiac," 82-84 Av. d'Italie, 75013 Paris, Frankreich ",
 McDonald's, +33 1 42 39 14 14 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-des-lilas," 1 Bd Sérurier, 75019 Paris, Frankreich ",
 McDonald's, +33 1 42 77 91 38 ,http://www.restaurants.mcdonalds.fr/mcdonalds-originals-lecourbe," 79 Rue Lecourbe, 75015 Paris, Frankreich ",
 McDonald's, +33 1 40 09 70 88 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-montreuil," 67 Bd Davout, 75020 Paris, Frankreich ",
 McDonald's, +33 1 55 25 88 88 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-leon-blum," 130 Bd Voltaire 130, 75011 Paris, Frankreich ",
 McDonald's Porte de Vincennes, +33 1 43 67 40 44 ,https://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-vincennes," 111 Cr de Vincennes, 75020 Paris, Frankreich ",
 McDonald's, +33 1 44 23 88 00 ,http://www.restaurants.mcdonalds.fr/mcdonalds-olympiades," 84 Rue Nationale, 75013 Paris, Frankreich ",
 McDonald's, +33 1 81 69 54 91 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-porte-de-saint-cloud," 234 Av. de Versailles, 75016 Paris, Frankreich ",
 McDonald's Buttes Chaumont, +33 1 42 03 73 12 ,http://www.restaurants.mcdonalds.fr/mcdonalds-paris-buttes-chaumont," 3 All. Darius Milhaud, 75019 Paris, Frankreich ",
 McDonald's, +33 1 46 24 47 16 ,http://www.restaurants.mcdonalds.fr/mcdonalds-neuilly-sur-seine," Bis, 62 Av. Charles de Gaulle, 92200 Neuilly-sur-Seine, Frankreich ",
 McDonald's, +33 1 43 96 33 12 ,http://www.restaurants.mcdonalds.fr/mcdonalds-charenton-le-pont," Les Terrasses de, Les Terrasses De Charenton, Rue de Paris 71/73, 94220 Charenton-le-Pont, Frankreich ",
 McDonald's, +33 1 43 96 33 12 ,http://www.restaurants.mcdonalds.fr/mcdonalds-charenton-le-pont," Les Terrasses de, Les Terrasses De Charenton, Rue de Paris 71/73, 94220 Charenton-le-Pont, Frankreich ",
